,hu_xing,area,chao_xiang,other,lou_cen,lei_xin,dan_jia,zong_jia
959,1室1厅 ,60.2,东, 简装 , 低楼层(共16层) , 2012年建 ,"47,327元/平",285
960,2室2厅 ,86.3,南北, 精装 , 中楼层(共11层) , 2015年建 ,"20,621元/平",178
961,1室1厅 ,68.7,南, 精装 , 低楼层(共11层) , 2006年建 ,"71,990元/平",495
962,2室1厅 ,62.9,西南, 简装 , 中楼层(共16层) , 1985年建 ,"53,994元/平",340
963,2室1厅 ,86.5,南北, 简装 , 高楼层(共6层) , 2011年建 ,"41,595元/平",360
964,2室1厅 ,88,西北, 精装 , 中楼层(共23层) , 2002年建 ,"69,319元/平",610
965,2室1厅 ,67.4,西北北, 简装 , 低楼层(共22层) , 2004年建 ,"81,406元/平",549
966,2室1厅 ,59.6,东西, 简装 , 低楼层(共6层) , 1996年建 ,"46,072元/平",275
967,1室1厅 ,56.8,西, 简装 , 高楼层(共11层) , 2002年建 ,"67,395元/平",382.8
968,2室1厅 ,64.9,南北, 简装 , 中楼层(共6层) , 2009年建 ,"48,984元/平",318
969,1室1厅 ,49.1,南, 精装 , 低楼层(共25层) , 1990年建 ,"74,950元/平",368
970,1室1厅 ,45.5,南, 简装 , 高楼层(共16层) , 1985年建 ,"54,458元/平",248
971,2室1厅 ,53.0,东, 简装 , 中楼层(共5层) , 1987年建 ,"120,687元/平",640
972,1室1厅 ,59.4,南, 简装 , 中楼层(共29层) , 2010年建 ,"50,942元/平",303
973,1室0厅 ,45.4,南, 简装 , 中楼层(共31层) , 2009年建 ,"76,974元/平",350
974,1室1厅 ,51.1,东北, 简装 , 中楼层(共6层) , 1993年建 ,"55,752元/平",285
975,2室1厅 ,80.8,南北, 精装 , 高楼层(共21层) , 2016年建 ,"42,693元/平",345
976,2室1厅 ,78.6,南北, 简装 , 高楼层(共17层) , 2015年建 ,"22,262元/平",175
977,2室1厅 ,81.6,南, 简装 , 中楼层(共20层) , 2011年建 ,"30,741元/平",251
978,2室1厅 ,85.1,东西, 精装 , 顶层(共11层) , 2005年建 ,"52,756元/平",449
979,2室1厅 ,59.8,南北, 毛坯 , 中楼层(共6层)  , 板楼,"24,220元/平",145
980,2室1厅 ,89.8,南北, 精装 , 顶层(共9层) , 2015年建 ,"47,291元/平",425
981,2室1厅 ,93.5,南北, 精装 , 低楼层(共11层) , 2010年建 ,"38,787元/平",363
982,3室1厅 ,58.9,南北, 精装 , 底层(共5层) , 1980年建 ,"106,622元/平",628
983,1室0厅 ,44.6,西北, 简装 , 中楼层(共14层) , 2004年建 ,"64,683元/平",289
984,2室1厅 ,90.0,东西, 简装 , 中楼层(共20层) , 2011年建 ,"164,891元/平",1485
985,1室1厅 ,65.4,东北, 精装 , 低楼层(共16层) , 2009年建 ,"58,357元/平",382
986,2室1厅 ,66.0,南, 简装 , 低楼层(共15层) , 1990年建 ,"126,799元/平",837
987,2室1厅 ,63.9,西南, 毛坯 , 中楼层(共18层) , 1993年建 ,"53,052元/平",339
988,2室2厅 ,98.2,南北, 简装 , 中楼层(共25层) , 2013年建 ,"58,932元/平",579
989,2室1厅 ,74.9,南, 简装 , 低楼层(共18层) , 2015年建 ,"22,279元/平",167
990,1室1厅 ,71.5,西南, 精装 , 高楼层(共30层) , 2003年建 ,"59,087元/平",423
991,1室1厅 ,60.2,东, 简装 , 低楼层(共16层) , 2012年建 ,"47,327元/平",285
992,1室1厅 ,71.6,西, 精装 , 27层 , 2006年建 ,"71,997元/平",516
993,2室1厅 ,52.8,南北, 精装 , 低楼层(共6层) , 1988年建 ,"48,485元/平",256
994,1室0厅 ,45.2,南, 精装 , 21层 , 2006年建 ,"86,169元/平",390
995,2室1厅 ,49.9,南, 毛坯 , 底层(共5层) , 1984年建 ,"49,099元/平",245
996,1室1厅 ,42.9,南, 精装 , 顶层(共6层) , 1993年建 ,"48,485元/平",208
997,2室1厅 ,93.5,南北, 精装 , 低楼层(共11层) , 2010年建 ,"38,787元/平",363
998,2室1厅 ,101.4,南, 精装 , 24层 , 2001年建 ,"52,046元/平",528
999,2室1厅 ,80.8,南北, 精装 , 高楼层(共21层) , 2016年建 ,"42,693元/平",345
1000,2室1厅 ,63.9,西南, 毛坯 , 中楼层(共18层) , 1993年建 ,"53,052元/平",339
1001,1室1厅 ,63.5,北, 简装 , 底层(共18层) , 2005年建 ,"47,043元/平",299
1002,1室0厅 ,41.2,西, 精装 , 29层 , 2005年建 ,"66,893元/平",276
1003,2室1厅 ,76.7,西南, 毛坯 , 低楼层(共20层) , 1999年建 ,"92,035元/平",706
1004,1室1厅 ,43.2,北, 精装 , 中楼层(共11层) , 2007年建 ,"66,082元/平",286
1005,2室1厅 ,81.2,东西, 简装 , 低楼层(共6层) , 2000年建 ,"76,346元/平",620
1006,2室1厅 ,83.6,西北, 精装 , 中楼层(共18层) , 2009年建 ,"119,412元/平",999
1007,2室1厅 ,61.1,南北, 简装 , 高楼层(共6层) , 1988年建 ,"99,723元/平",610
1008,1室1厅 ,42.3,南, 简装 , 高楼层(共6层) , 1992年建 ,"87,430元/平",370
1009,1室1厅 ,42.6,东, 精装 , 高楼层(共6层) , 1990年建 ,"58,189元/平",248
1010,2室1厅 ,86.7,东西北, 简装 , 中楼层(共22层) , 2011年建 ,"34,455元/平",299
1011,3室2厅 ,136.8,南北, 毛坯 , 24层 , 2008年建 ,"92,796元/平",1270
1012,1室1厅 ,58.6,南, 精装 , 高楼层(共11层) , 2010年建 ,"36,842元/平",216
1013,1室1厅 ,39.8,南, 简装 , 中楼层(共6层) , 1986年建 ,"107,797元/平",430
1014,2室1厅 ,56.6,东西, 精装 , 顶层(共6层) , 1987年建 ,"74,127元/平",420
1015,2室1厅 ,73.9,北, 精装 , 中楼层(共23层) , 2004年建 ,"47,091元/平",348
1016,2室1厅 ,81.1,南北, 精装 , 底层(共9层) , 2015年建 ,"49,033元/平",398
1017,1室1厅 ,51.1,北, 精装 , 中楼层(共11层) , 2005年建 ,"48,141元/平",246
1018,1室1厅 ,35.3,南, 简装 , 6层 , 1980年建 ,"31,702元/平",112
1019,1室1厅 ,64.5,南, 精装 , 中楼层(共20层) , 2009年建 ,"66,512元/平",429
1020,2室1厅 ,93.0,南北, 简装 , 底层(共6层) , 1995年建 ,"35,454元/平",330
1021,1室1厅 ,35.3,南, 简装 , 6层 , 1980年建 ,"31,702元/平",112
1022,2室1厅 ,64.9,南北, 简装 , 中楼层(共6层) , 2009年建 ,"48,984元/平",318
1023,2室1厅 ,63.3,西, 简装 , 低楼层(共18层) , 1995年建 ,"59,956元/平",380
1024,1室1厅 ,59.7,东南, 精装 , 11层 , 2016年建 ,"27,136元/平",162
1025,1室1厅 ,56.8,西, 简装 , 高楼层(共11层) , 2002年建 ,"67,395元/平",382.8
1026,1室1厅 ,64.5,南, 精装 , 中楼层(共20层) , 2009年建 ,"66,512元/平",429
1027,2室1厅 ,98.9,南北, 简装 , 底层(共6层) , 2009年建 ,"40,025元/平",396
1028,2室1厅 ,84.6,东南, 简装 , 中楼层(共22层) , 2013年建 ,"47,265元/平",400
1029,2室1厅 ,57.9,南, 精装 , 中楼层(共6层) , 1990年建 ,"36,220元/平",210
1030,1室1厅 ,57.1,东, 简装 , 中楼层(共6层) , 2001年建 ,"36,402元/平",208
1031,1室1厅 ,47.2,东西, 精装 , 中楼层(共7层) , 2002年建 ,"150,022元/平",709
1032,1室1厅 ,42.7,南, 简装 , 中楼层(共6层) , 1986年建 ,"53,396元/平",228
1033,1室1厅 ,51.4,南, 毛坯 , 高楼层(共29层) , 2010年建 ,"49,525元/平",255
1034,2室1厅 ,61.5,南北, 精装 , 高楼层(共6层) , 1984年建 ,"90,998元/平",560
1035,2室1厅 ,51.1,南北, 简装 , 底层(共6层) , 1985年建 ,"52,745元/平",270
1036,2室1厅 ,74,西南, 毛坯 , 低楼层(共24层) , 1990年建 ,"72,973元/平",540
1037,2室1厅 ,64.9,东北, 精装 , 顶层(共16层) , 1989年建 ,"56,395元/平",366
1038,2室1厅 ,87.7,南北, 简装 , 中楼层(共6层) , 2003年建 ,"40,443元/平",355
1039,2室1厅 ,113.1,南北, 简装 , 底层(共7层) , 2001年建 ,"44,977元/平",509
1040,4室2厅 ,187.9,北南西, 精装 , 中楼层(共7层) , 2003年建 ,"79,817元/平",1500
1041,4室1厅 ,175.3,南北, 精装 , 高楼层(共15层) , 2009年建 ,"101,803元/平",1785
1042,4室2厅 ,229.1,南北, 毛坯 , 10层 , 2016年建 ,"72,015元/平",1650
1043,3室1厅 ,93.9,南北, 精装 , 中楼层(共6层) , 1995年建 ,"58,467元/平",549
1044,2室1厅 ,92.3,西, 精装 , 低楼层(共23层) , 2009年建 ,"86,420元/平",798
1045,2室1厅 ,78.8,南北, 简装 , 低楼层(共6层) , 1998年建 ,"72,444元/平",571
1046,3室1厅 ,89.8,南北, 精装 , 中楼层(共6层) , 2011年建 ,"35,051元/平",315
1047,2室1厅 ,107.6,东南, 精装 , 中楼层(共24层) , 2005年建 ,"57,605元/平",620
1048,1室1厅 ,69.6,南北, 简装 , 顶层(共18层) , 2009年建 ,"50,252元/平",350
1049,2室2厅 ,96.5,南北, 精装 , 高楼层(共9层) , 2004年建 ,"52,719元/平",509
1050,3室2厅 ,123.2,南北, 精装 , 低楼层(共6层) , 2014年建 ,"38,137元/平",470
1051,2室1厅 ,65.7,东, 精装 , 中楼层(共6层) , 1995年建 ,"61,569元/平",405
1052,2室1厅 ,94.2,东南北, 精装 , 中楼层(共15层) , 2006年建 ,"73,748元/平",695
1053,2室1厅 ,104.0,西南, 精装 , 24层 , 2005年建 ,"45,171元/平",470
1054,3室2厅 ,124.4,南北, 简装 , 底层(共7层) , 2000年建 ,"55,864元/平",695
1055,2室1厅 ,58.4,南北, 简装 , 中楼层(共6层) , 1993年建 ,"105,903元/平",619
1056,3室1厅 ,72,东西, 精装 , 顶层(共6层) , 2001年建 ,"45,556元/平",328
1057,2室1厅 ,79.3,南北, 简装 , 中楼层(共5层) , 1999年建 ,"86,327元/平",685
1058,2室1厅 ,63.7,南北, 精装 , 高楼层(共6层) , 1992年建 ,"59,461元/平",379
1059,2室1厅 ,115.9,南北, 精装 , 中楼层(共7层) , 2001年建 ,"40,449元/平",469
1060,3室1厅 ,89.7,南北, 精装 , 低楼层(共18层) , 2014年建 ,"40,116元/平",360
1061,2室1厅 ,93.7,南, 简装 , 低楼层(共11层) , 2005年建 ,"58,573元/平",549
1062,1室1厅 ,51.1,南北, 精装 , 中楼层(共7层) , 1998年建 ,"54,709元/平",280
1063,3室1厅 ,90.2,南北, 精装 , 高楼层(共21层) , 1990年建 ,"125,167元/平",1130
1064,3室2厅 ,135.8,南北, 精装 , 高楼层(共28层) , 2010年建 ,"59,612元/平",810
1065,3室1厅 ,128.8,南北, 简装 , 低楼层(共12层) , 2009年建 ,"77,586元/平",1000
1066,3室1厅 ,116.7,南北, 精装 , 低楼层(共15层) , 2004年建 ,"78,815元/平",920
1067,3室1厅 ,85.3,南西北, 精装 , 中楼层(共16层) , 2008年建 ,"53,909元/平",460
1068,2室1厅 ,53.0,南, 简装 , 中楼层(共5层) , 2005年建 ,"32,064元/平",170
1069,2室1厅 ,88.1,南北, 精装 , 底层(共6层) , 2000年建 ,"61,160元/平",539
1070,2室1厅 ,86.6,西北, 精装 , 低楼层(共23层) , 2009年建 ,"53,312元/平",462
1071,2室1厅 ,70.8,南西, 简装 , 中楼层(共18层) , 1994年建 ,"64,972元/平",460
1072,1室1厅 ,44.3,西, 简装 , 中楼层(共6层) , 1991年建 ,"55,055元/平",244
1073,3室2厅 ,119.9,南北, 精装 , 低楼层(共9层) , 2001年建 ,"93,198元/平",1118
1074,2室1厅 ,90.0,东西北, 精装 , 高楼层(共22层) , 2001年建 ,"61,959元/平",558
1075,2室1厅 ,107.6,东东南南, 精装 , 高楼层(共15层) , 2005年建 ,"74,164元/平",798
1076,2室1厅 ,57.1,南北, 精装 , 高楼层(共6层) , 1989年建 ,"66,504元/平",380
1077,1室1厅 ,56.9,东, 简装 , 顶层(共9层) , 1998年建 ,"85,765元/平",488
1078,2室1厅 ,84.5,南, 精装 , 23层 , 2014年建 ,"62,065元/平",525
1079,3室2厅 ,119.1,南北, 精装 , 高楼层(共21层) , 2006年建 ,"107,464元/平",1280
1080,2室1厅 ,57.3,南北, 精装 , 中楼层(共6层) , 1993年建 ,"57,358元/平",329
1081,3室2厅 ,87.3,南北, 精装 , 顶层(共9层) , 2010年建 ,"112,219元/平",980
1082,3室1厅 ,88.1,南北, 精装 , 11层 , 2009年建 ,"110,570元/平",975
1083,2室2厅 ,62.1,南北, 简装 , 顶层(共6层) , 1988年建 ,"43,780元/平",272
1084,3室1厅 ,126.6,南, 精装 , 中楼层(共27层) , 2007年建 ,"70,284元/平",890
1085,3室1厅 ,144.1,南北, 精装 , 中楼层(共16层) , 2003年建 ,"48,482元/平",699
1086,3室1厅 ,108.2,北南, 精装 , 低楼层(共8层) , 2007年建 ,"54,986元/平",595
1087,2室1厅 ,91.2,西南, 精装 , 中楼层(共26层) , 1998年建 ,"64,570元/平",589
1088,2室2厅 ,90.9,东南, 精装 , 中楼层(共33层) , 2011年建 ,"67,980元/平",618
1089,2室2厅 ,93.1,东南, 精装 , 低楼层(共29层) , 2003年建 ,"71,575元/平",667
1090,2室1厅 ,68,南, 简装 , 高楼层(共16层) , 1989年建 ,"56,618元/平",385
1091,3室1厅 ,60.4,东北, 简装 , 底层(共6层) , 1983年建 ,"99,835元/平",603
1092,2室1厅 ,61.7,南北, 精装 , 中楼层(共18层) , 1995年建 ,"66,883元/平",413
1093,3室1厅 ,140.1,南北, 精装 , 中楼层(共24层) , 2007年建 ,"106,330元/平",1490
1094,3室1厅 ,105.0,南北, 精装 , 底层(共6层) , 1994年建 ,"32,842元/平",345
1095,2室2厅 ,93.3,西东, 精装 , 中楼层(共5层) , 1993年建 ,"29,463元/平",275
1096,2室1厅 ,121.6,南, 精装 , 25层 , 2005年建 ,"110,198元/平",1340
1097,3室2厅 ,135.7,南北, 精装 , 中楼层(共9层) , 2012年建 ,"58,924元/平",800
1098,3室1厅 ,69.9,北南, 简装 , 中楼层(共6层) , 1990年建 ,"150,215元/平",1050
1099,3室1厅 ,106.0,西北, 精装 , 高楼层(共11层) , 2000年建 ,"23,767元/平",252
1100,2室2厅 ,98.6,西东, 精装 , 中楼层(共7层) , 2002年建 ,"55,759元/平",550
1101,2室1厅 ,130,西, 精装 , 中楼层(共21层) , 2002年建 ,"84,616元/平",1100
1102,2室1厅 ,93.9,南, 精装 , 低楼层(共16层) , 2005年建 ,"52,150元/平",490
1103,4室2厅 ,168.0,南北, 简装 , 低楼层(共6层) , 1999年建 ,"28,268元/平",475
1104,3室1厅 ,121.4,南北, 精装 , 中楼层(共13层) , 2001年建 ,"42,834元/平",520
1105,2室1厅 ,89.4,南, 精装 , 高楼层(共22层) , 2010年建 ,"61,033元/平",546
1106,2室1厅 ,56.0,南西北, 精装 , 中楼层(共6层) , 1992年建 ,"62,467元/平",350
1107,2室1厅 ,77.4,东西, 简装 , 28层 , 2013年建 ,"53,339元/平",413
1108,2室1厅 ,78.8,南北, 简装 , 低楼层(共6层) , 1998年建 ,"72,444元/平",571
1109,2室1厅 ,73.3,南, 简装 , 底层(共18层) , 2014年建 ,"22,508元/平",165
1110,2室1厅 ,59.8,南北, 精装 , 高楼层(共6层) , 1995年建 ,"109,031元/平",652
1111,3室1厅 ,92.0,南, 精装 , 高楼层(共6层) , 2014年建 ,"39,127元/平",360
1112,2室1厅 ,90.5,南, 简装 , 高楼层(共22层) , 2006年建 ,"67,934元/平",615
1113,3室2厅 ,121.8,南北, 简装 , 底层(共11层) , 2004年建 ,"99,976元/平",1218
1114,3室1厅 ,104.6,南西北, 简装 , 底层(共11层) , 2002年建 ,"96,399元/平",1009
1115,3室2厅 ,167.7,南北, 精装 , 高楼层(共15层) , 2006年建 ,"71,527元/平",1200
1116,2室1厅 ,69.9,南北, 精装 , 中楼层(共6层) , 1996年建 ,"58,328元/平",408
1117,4室2厅 ,150.0,南北, 精装 , 8层 , 2003年建 ,"93,217元/平",1399
1118,3室1厅 ,191.0,南北, 精装 , 中楼层(共6层) , 2006年建 ,"93,608元/平",1788
1119,3室1厅 ,93.9,南北, 精装 , 中楼层(共6层) , 1995年建 ,"58,467元/平",549
1120,3室1厅 ,60.4,东北, 简装 , 底层(共6层) , 1983年建 ,"99,835元/平",603
1121,2室1厅 ,61.7,南北, 精装 , 中楼层(共18层) , 1995年建 ,"66,883元/平",413
1122,2室1厅 ,68,南, 简装 , 高楼层(共16层) , 1989年建 ,"56,618元/平",385
1123,3室1厅 ,140.1,南北, 精装 , 中楼层(共24层) , 2007年建 ,"106,330元/平",1490
1124,3室1厅 ,105.0,南北, 精装 , 底层(共6层) , 1994年建 ,"32,842元/平",345
1125,2室2厅 ,95.1,东南, 精装 , 低楼层(共26层) , 2001年建 ,"72,323元/平",688
1126,2室1厅 ,113.3,南北, 精装 , 中楼层(共6层) , 2005年建 ,"45,010元/平",510
1127,2室1厅 ,57.5,南, 简装 , 中楼层(共12层) , 1988年建 ,"98,070元/平",564
1128,3室2厅 ,123.2,南北, 精装 , 低楼层(共6层) , 2014年建 ,"38,137元/平",470
1129,3室1厅 ,80.5,南北, 精装 , 底层(共6层) , 2000年建 ,"78,203元/平",630
1130,3室1厅 ,72,东西, 精装 , 顶层(共6层) , 2001年建 ,"45,556元/平",328
1131,1室1厅 ,51.1,南北, 精装 , 中楼层(共7层) , 1998年建 ,"54,709元/平",280
1132,3室1厅 ,116.7,南北, 精装 , 低楼层(共15层) , 2004年建 ,"78,815元/平",920
1133,3室1厅 ,85.3,南西北, 精装 , 中楼层(共16层) , 2008年建 ,"53,909元/平",460
1134,1室1厅 ,44.3,西, 简装 , 中楼层(共6层) , 1991年建 ,"55,055元/平",244
1135,2室1厅 ,70.8,南西, 简装 , 中楼层(共18层) , 1994年建 ,"64,972元/平",460
1136,2室1厅 ,58.4,南北, 简装 , 中楼层(共6层) , 1993年建 ,"105,903元/平",619
1137,2室1厅 ,86.6,西北, 精装 , 低楼层(共23层) , 2009年建 ,"53,312元/平",462
1138,2室1厅 ,88.1,南北, 精装 , 底层(共6层) , 2000年建 ,"61,160元/平",539
1139,2室1厅 ,63.7,南北, 精装 , 高楼层(共6层) , 1992年建 ,"59,461元/平",379
1140,2室1厅 ,92.3,西, 精装 , 低楼层(共23层) , 2009年建 ,"86,420元/平",798
1141,2室1厅 ,107.6,东南, 精装 , 中楼层(共24层) , 2005年建 ,"57,605元/平",620
1142,3室1厅 ,74.8,东, 简装 , 中楼层(共26层) , 1998年建 ,"29,247元/平",219
1143,2室1厅 ,96.5,南西, 精装 , 低楼层(共15层) , 2003年建 ,"67,323元/平",650
1144,3室1厅 ,117.1,南北, 精装 , 中楼层(共6层) , 2002年建 ,"51,217元/平",600
1145,2室2厅 ,104.7,南北, 简装 , 中楼层(共7层) , 1998年建 ,"32,446元/平",340
1146,2室1厅 ,53.4,南北, 简装 , 中楼层(共5层) , 1980年建 ,"52,435元/平",280
1147,2室1厅 ,86.8,南北, 精装 , 中楼层(共15层) , 2014年建 ,"53,560元/平",465
1148,3室1厅 ,75.5,南北, 简装 , 顶层(共6层) , 1993年建 ,"99,153元/平",749
1149,3室2厅 ,121.8,南北, 简装 , 底层(共11层) , 2004年建 ,"99,976元/平",1218
1150,2室1厅 ,80.2,东, 精装 , 中楼层(共26层) , 2004年建 ,"52,934元/平",425
1151,2室1厅 ,71.6,南北, 精装 , 中楼层(共20层) , 2010年建 ,"55,579元/平",398
1152,3室1厅 ,94.1,东南, 精装 , 中楼层(共17层) , 2000年建 ,"49,937元/平",470
1153,2室1厅 ,87.9,南北, 精装 , 中楼层(共7层) , 2001年建 ,"47,744元/平",420
1154,2室1厅 ,67.4,南北, 精装 , 中楼层(共7层) , 1996年建 ,"53,061元/平",358
1155,2室1厅 ,131.2,东北, 精装 , 高楼层(共26层) , 2000年建 ,"52,564元/平",690
1156,3室1厅 ,92.0,南, 精装 , 高楼层(共6层) , 2014年建 ,"39,127元/平",360
1157,2室1厅 ,58.4,南, 简装 , 高楼层(共18层) , 1990年建 ,"69,267元/平",405
1158,2室1厅 ,59.8,南北, 精装 , 高楼层(共6层) , 1995年建 ,"109,031元/平",652
1159,2室1厅 ,90.5,南, 简装 , 高楼层(共22层) , 2006年建 ,"67,934元/平",615
1160,2室1厅 ,86.4,东北, 精装 , 低楼层(共9层) , 2012年建 ,"79,602元/平",688
1161,2室1厅 ,95.8,东南, 简装 , 中楼层(共22层) , 2002年建 ,"53,445元/平",512
1162,3室1厅 ,93.8,南北, 简装 , 底层(共6层) , 2011年建 ,"85,118元/平",799
1163,2室1厅 ,65.6,南北, 简装 , 低楼层(共6层) , 1997年建 ,"64,787元/平",425
1164,2室1厅 ,90.5,南北, 简装 , 中楼层(共7层) , 2002年建 ,"44,079元/平",399
1165,3室1厅 ,128.0,南北, 精装 , 中楼层(共10层) , 2009年建 ,"61,700元/平",790
1166,2室1厅 ,89.9,南北, 简装 , 中楼层(共15层) , 2011年建 ,"85,502元/平",769
1167,2室1厅 ,51.7,南北, 简装 , 底层(共6层)  , 板楼,"20,886元/平",108
1168,3室1厅 ,79.4,南北, 精装 , 中楼层(共6层) , 1980年建 ,"60,454元/平",480
1169,3室2厅 ,109.9,南北, 简装 , 高楼层(共6层) , 1999年建 ,"35,117元/平",386
1170,2室1厅 ,61.7,南北, 精装 , 中楼层(共18层) , 1995年建 ,"66,883元/平",413
1171,3室2厅 ,124.4,南北, 简装 , 底层(共7层) , 2000年建 ,"55,864元/平",695
1172,2室1厅 ,93.7,南, 简装 , 低楼层(共11层) , 2005年建 ,"58,573元/平",549
1173,3室1厅 ,56.4,南东北, 简装 , 顶层(共5层) , 1979年建 ,"83,334元/平",470
1174,3室1厅 ,71.6,东南, 精装 , 中楼层(共18层) , 1989年建 ,"59,464元/平",426
1175,2室1厅 ,91.2,西南, 精装 , 中楼层(共26层) , 1998年建 ,"64,570元/平",589
1176,2室2厅 ,90.9,东南, 精装 , 中楼层(共33层) , 2011年建 ,"67,980元/平",618
1177,4室2厅 ,164.3,南北, 精装 , 高楼层(共28层) , 2006年建 ,"102,203元/平",1680
1178,3室1厅 ,81.9,南北, 简装 , 底层(共6层) , 1991年建 ,"87,913元/平",720
1179,2室1厅 ,60.2,南, 精装 , 高楼层(共24层) , 1990年建 ,"58,111元/平",350
1180,3室1厅 ,108.2,北南, 精装 , 低楼层(共8层) , 2007年建 ,"54,986元/平",595
1181,2室1厅 ,53.4,南北, 简装 , 中楼层(共5层) , 1980年建 ,"52,435元/平",280
1182,3室1厅 ,112.4,西北, 精装 , 低楼层(共18层) , 1999年建 ,"57,789元/平",650
1183,3室2厅 ,126.3,南北, 精装 , 高楼层(共20层) , 2011年建 ,"64,910元/平",820
1184,3室1厅 ,89.0,南北, 精装 , 中楼层(共18层) , 2009年建 ,"46,272元/平",412
1185,3室1厅 ,75.9,南北, 简装 , 6层 , 1989年建 ,"157,840元/平",1198
1186,3室2厅 ,125.4,南北, 精装 , 低楼层(共6层) , 2007年建 ,"43,046元/平",540
1187,2室1厅 ,55.6,南, 精装 , 中楼层(共16层) , 1990年建 ,"66,547元/平",370
1188,3室2厅 ,136.0,南北, 精装 , 低楼层(共15层) , 2011年建 ,"85,251元/平",1160
1189,3室1厅 ,87.0,东西, 精装 , 高楼层(共15层) , 1994年建 ,"63,161元/平",550
1190,2室1厅 ,91.2,南北, 精装 , 中楼层(共7层) , 2002年建 ,"41,105元/平",375
1191,2室1厅 ,157.6,南, 精装 , 低楼层(共30层) , 2005年建 ,"104,022元/平",1640
1192,1室1厅 ,50.2,东, 精装 , 高楼层(共28层) , 2010年建 ,"45,365元/平",228
